E0.950000, L_z3.200000, r5.000000, ur0.000000, M1.000000, J0.300000, M20.270000, S3-0.027000, M40.008100
0.139739, 0.008996, 4.999995, 0.016661, 1.397391, 0.089957, -0.000104, 0.166602
186.023628, 6.511189, 8.986631, 0.003222, 1.183399, 0.032447, -0.067318, 0.109592
310.810274, 13.095378, 6.901964, 0.005772, 1.261809, 0.051870, 0.084314, 0.133962
511.364053, 19.578025, 5.324183, 0.009142, 1.366723, 0.080983, -0.048890, 0.160024
669.209456, 26.122860, 10.565196, 0.001352, 1.145891, 0.024176, -0.010698, 0.096280
817.246670, 32.686388, 5.576810, 0.008049, 1.345529, 0.074886, 0.061477, 0.155403
1019.602702, 39.161589, 6.383565, 0.008264, 1.290045, 0.059415, -0.080970, 0.141494
1149.506830, 45.736594, 9.656871, 0.001849, 1.165867, 0.028485, 0.052721, 0.103545
1327.952112, 52.262925, 5.032413, 0.008151, 1.394130, 0.088995, 0.016025, 0.165962
1520.102206, 58.760796, 8.278639, 0.010390, 1.205254, 0.037600, -0.077765, 0.116747
1642.047093, 65.345136, 7.497208, 0.006057, 1.234592, 0.044848, 0.083780, 0.126038
1839.508688, 71.833397, 5.150832, 0.005536, 1.382595, 0.085606, -0.034479, 0.163495
2007.324722, 78.369778, 10.277908, 0.008082, 1.151801, 0.025427, -0.031453, 0.098440
2146.153490, 84.942584, 5.903389, 0.012218, 1.321066, 0.067970, 0.071944, 0.149630
2349.146764, 91.415231, 5.960846, 0.009669, 1.317066, 0.066853, -0.073853, 0.148388
2486.377664, 97.982552, 10.202338, 0.003140, 1.153415, 0.025772, 0.034755, 0.099066
2655.879537, 104.518562, 5.128046, 0.003599, 1.384769, 0.086243, 0.031648, 0.164010
2852.705309, 111.008757, 7.604723, 0.008513, 1.230167, 0.043733, -0.083495, 0.124544
2974.441144, 117.593485, 8.162400, 0.006022, 1.209234, 0.038562, 0.078815, 0.118176
3167.568793, 124.095951, 5.042707, 0.013941, 1.393102, 0.088692, -0.019077, 0.165674
3344.401143, 130.615439, 9.763774, 0.008072, 1.163309, 0.027921, -0.049907, 0.102585
3475.589474, 137.196056, 6.312281, 0.014121, 1.294324, 0.060580, 0.079591, 0.142889
3678.034384, 143.666008, 5.626227, 0.001833, 1.341628, 0.073773, -0.063690, 0.154393
3824.278289, 150.227714, 10.533928, 0.003008, 1.146518, 0.024307, 0.014459, 0.096518
3984.034646, 156.776993, 5.291435, 0.005966, 1.369634, 0.081827, 0.046235, 0.160791
4184.159003, 163.259762, 6.993779, 0.011519, 1.257281, 0.050684, -0.084837, 0.132474
4308.197040, 169.841013, 8.864656, 0.006962, 1.186896, 0.033257, 0.069299, 0.110851
4495.379037, 176.349251, 5.000984, 0.004177, 1.397293, 0.089928, -0.002985, 0.166585
4680.132353, 182.861620, 9.111275, 0.007526, 1.179928, 0.031650, -0.065064, 0.108379
4805.647887, 189.443889, 6.802008, 0.005835, 1.266889, 0.053209, 0.083954, 0.135387
5006.628400, 195.925618, 5.363534, 0.009602, 1.363277, 0.079985, -0.051369, 0.159254
5162.698516, 202.473710, 10.587014, 0.006816, 1.145456, 0.024085, -0.006940, 0.096115
5312.389736, 209.030315, 5.523020, 0.000440, 1.349864, 0.076125, 0.059368, 0.156323
5514.541580, 215.508630, 6.471913, 0.005498, 1.284884, 0.058018, -0.081867, 0.140158
5643.409259, 222.087401, 9.543930, 0.007215, 1.168637, 0.029100, 0.055530, 0.104554
5823.332963, 228.612712, 5.022134, 0.013265, 1.395158, 0.089298, 0.013070, 0.166179
6014.411100, 235.109144, 8.408143, 0.008472, 1.200960, 0.036570, -0.076173, 0.115377
6136.669747, 241.692954, 7.380660, 0.003502, 1.239546, 0.046106, 0.084249, 0.127491
6334.898425, 248.185800, 5.175346, 0.015555, 1.380277, 0.084929, -0.037284, 0.162929
6500.800508, 254.717824, 10.351232, 0.002709, 1.150259, 0.025098, -0.027671, 0.097891
6641.185488, 261.285674, 5.832948, 0.001713, 1.326090, 0.069379, 0.070336, 0.150734
6844.187637, 267.760800, 6.034362, 0.004418, 1.312069, 0.065463, -0.075331, 0.147206
6979.960623, 274.331429, 10.115187, 0.001076, 1.155308, 0.026179, 0.038303, 0.099749
7151.266350, 280.870107, 5.107024, 0.011923, 1.386792, 0.086837, 0.028793, 0.164475
7347.218196, 287.355541, 7.728032, 0.002834, 1.225257, 0.042504, -0.082665, 0.123106
7468.857075, 293.942333, 8.036312, 0.005670, 1.213693, 0.039648, 0.080071, 0.119590
7662.811973, 300.437354, 5.058701, 0.003377, 1.391518, 0.088225, -0.021895, 0.165386
7838.082063, 306.963122, 9.873896, 0.001966, 1.160736, 0.027357, -0.046595, 0.101697
7970.517997, 313.540279, 6.226093, 0.004843, 1.299643, 0.062034, 0.078556, 0.144158
8173.318502, 320.019276, 5.677118, 0.013641, 1.337686, 0.072654, -0.065853, 0.153334
